record_id,phash,review_resolution,refined_similarity_status,refined_group_id,refined_group_representative,resolved_cleaning_status,resolved_exclusion_reason
rec_45a1cb02f5252ee1078f,ce33b2cd9cc432a3,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_bf0bc7dc1243dbbeb6cd,rec_26ea6d9d04276f5b63d2,INCLUDE,
rec_45b00ba7115ec150436e,d36cc3946688c7c7,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_45b5a2bce7fd9b337a3d,cfb38c9899cd344c,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_977e9cf40493b2850f85,rec_1d4b698f5159ba52052c,INCLUDE,
rec_45badfe1ab279250e5db,dfd18faf0745102a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_6f86d303f92da6dfe95b,rec_45badfe1ab279250e5db,INCLUDE,
rec_45dbdc4c420e39ebf8d2,c08f6b709e8fe11c,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_238a403b71af6bdaf93b,rec_046758b5bb58ffd70225,INCLUDE,
rec_45dcfa7eef505eca0df1,b8d74708c177bc8a,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_45e82535ada5d212e827,94906b6f9ab4a58b,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_45ffb7293b189ee03222,c46c993369cd666c,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_4625680e8705cd47c28b,fce214fd0b143f0a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_3def42e5f93c534df660,rec_4625680e8705cd47c28b,INCLUDE,
rec_463168bbbfc2512081a0,9b66ce9b2ccc6432,STILL_UNCERTAIN,POSSIBLE_NEAR_DUPLICATE,,,REVIEW,PERCEPTUAL_LABEL_CONFLICT
rec_4641e33de1ce84d3a43f,9a66cc39c66c674c,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_307c6ceb2e5f6998d1c7,rec_0ab31d41eec0275375ba,INCLUDE,
rec_4647835929ffa8d297bb,ce3893999b3893c9,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_465877d6c88baaea6381,db93649966996549,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_46dd881c31a736400873,rec_465877d6c88baaea6381,INCLUDE,
rec_46602b43fe4413468a33,cb6d9336cc938463,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_46663197cee4182e8435,cf93c78393929392,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_c90b6c1aecd204fbd20b,rec_3afcd31b11d144a19203,INCLUDE,
rec_467aae0534b253dcf00f,ef00aa35962b4bab,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_d4cc5324afb39d324675,rec_031aaedd879d5c4d59cd,INCLUDE,
rec_467fc2203bbe9ba751dd,cfcd994c32329a33,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_a4d7365d0c8f4ab5cfd9,rec_467fc2203bbe9ba751dd,INCLUDE,
rec_468d4864c8b8be717816,8e92716dc726b89c,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_66ef2ba07e530574ab07,rec_468d4864c8b8be717816,INCLUDE,
rec_46949321c9d5c3371e15,9030d9d3c3c9b3cd,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_469aa9c303981b9fc655,dae6351f0a496da4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_937f88d0e3433da01f5c,rec_469aa9c303981b9fc655,INCLUDE,
rec_469bd4d377e16918ff68,aafc66b51c4b184e,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_81b4d1481af0a0a12989,rec_469bd4d377e16918ff68,INCLUDE,
rec_46a9fa3720bb3828b1bd,92c842b9cfdb950e,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_eb5baf158533a96ae044,rec_46a9fa3720bb3828b1bd,INCLUDE,
rec_46c6e07ab33f49f6a62f,828c7cf4bb1cb9a4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_21b3aeb0dd8d0256f1c1,rec_46c6e07ab33f49f6a62f,INCLUDE,
rec_46cab282db30d046d849,dac9292925b391db,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_b7b757b3e89aace5face,rec_1d9567e2e719f72cba2e,INCLUDE,
rec_46d0e123946bed412e89,9a633233333265fc,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_9b409c8d645c69f6f41b,rec_46d0e123946bed412e89,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_46d91b6e2d6897d2b4d2,adca582dc455e13e,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_46f06b8c6e23f3354a55,90c7cb3c89b1cd33,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_46fe21609b8bfab27358,ce31cdc992939cc6,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_067b2ea89da8d4b3fcd4,rec_46fe21609b8bfab27358,INCLUDE,
rec_470bdd34f5f8746ea5e3,9139cc663cdc3339,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_470d2a06b580b3e2f4af,c1933f7d12466ea8,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_5a79b2f4cd733dd9f7fe,rec_470d2a06b580b3e2f4af,INCLUDE,
rec_4713ada9b7d457c9012c,adf14923da73c494,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8f44f131322eaa669f37,rec_4713ada9b7d457c9012c,INCLUDE,
rec_4716154eb9f50f85afd5,c0a92f905d9f7455,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_993906586a6e11843597,rec_4716154eb9f50f85afd5,INCLUDE,
rec_47260aac1d2aeedc9789,96bd75d129022f6c,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_f0b413452115b39c4c5c,rec_47260aac1d2aeedc9789,INCLUDE,
rec_4742b9ec9e8434e06317,c731966492e663e6,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_4762f23d3bb86b69ab2d,eaf5c81330ce6734,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_cbb042474dbfd95c3d99,rec_4762f23d3bb86b69ab2d,INCLUDE,
rec_4763194a44f5c988cb38,d41d334b360db6b4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_9826859680c4844d4235,rec_4763194a44f5c988cb38,INCLUDE,
rec_476812bfe07b649dfbc8,9bcb3c3892c6193e,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_476ea13758a7859ac5ec,d3e0241fcfe0b0d6,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c07c180eabc559f6868b,rec_2cda868df19bd8f0ebb0,INCLUDE,
rec_4774261b9c89e98b1791,d8486c3fdf03c05b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_d4ff0744b44fc1d91dfb,rec_4774261b9c89e98b1791,INCLUDE,
rec_4776a92523f277b63907,e9689ae69aa3782c,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_1c7d32727c8825e330a9,rec_3416afef278e95f88027,INCLUDE,
rec_478e67eb5ecfbfeb4082,9f3260cfcf4c94b0,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_5c8a36bd7159ab7e84c4,rec_478e67eb5ecfbfeb4082,INCLUDE,
rec_479fb03dac39d5b30fb6,929bc399c7838b4d,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_596b495ba17aaeac2902,rec_479fb03dac39d5b30fb6,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_47aa93a1fd9a20591b4e,9a61cf67188e6798,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_47b261ae6ee4b79744dd,bf2f40d0bd2f88d0,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_917d8b82a0e8d3bb5c84,rec_47b261ae6ee4b79744dd,INCLUDE,
rec_47b96b826ee8a081a6fc,ce389332cd9acf30,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_47c64a210b9fc281e160,cecc993346999999,STILL_UNCERTAIN,VERIFIED_NEAR_DUPLICATE,refined_d8c17cf2a97aa4d770cb,rec_47c64a210b9fc281e160,REVIEW,PERCEPTUAL_LABEL_CONFLICT
rec_47c79f3232dcedae3da6,ce64e4c13e269747,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c37b2fe65b105b3523b1,rec_47c79f3232dcedae3da6,INCLUDE,
rec_47d820930bffeee6eec5,ed70d00f9770ca87,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_47deac8353c1ed2ecbe3,95c41f691e6b9962,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_7cd79a6bf4a0d1979cbf,rec_18c3824ed3fca9340695,INCLUDE,
rec_47e67a2e206ec19ef515,cf9293646631c6c7,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_47e69796bd716e8d94d8,cb6463e765c39243,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_1be2c4201a1e5c02ebe5,rec_290f5f63d229bbe1f46a,INCLUDE,
rec_47e9cfb73820b4af89cc,ffd1022ef1d0ae21,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_cd3041005273d0012525,rec_47e9cfb73820b4af89cc,INCLUDE,
rec_47f53c5c6e2c277c9877,acd35e29733c4916,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_289d8a14045472b63537,rec_47f53c5c6e2c277c9877,INCLUDE,
rec_47f908789324147749ff,c3383cc7cf18f123,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_4802a93cf9c994cff413,c3ce869e9c19c939,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_481399bc268429df92b9,afa42ad48f5943a5,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_7d678dc583fbc726a11b,rec_191f638a27c991b9c797,INCLUDE,
rec_4817dc8a8e765e285dc6,d01f2da08d15f23f,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_4819387a59f6e84ef6f7,9dc7780f0320fa5d,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_482c0fd4f8e8596614d6,bf2dbe07c205c760,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_484915ffdb6847a6fbd0,908f7a94e59a9c6a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_9a169e7c3627fb4363b5,rec_2e3ab0fef1522ac6cf79,INCLUDE,
rec_484b767363c7f26e1d0c,ca88d2353d74bda8,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_33b1ce7946226dc18286,rec_484b767363c7f26e1d0c,INCLUDE,
rec_484ed13d5154f12901df,c0a37e26b02bcb9b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_952abc06c654e3ac9ac1,rec_484ed13d5154f12901df,INCLUDE,
rec_486bbed5f95b61315c7e,df6ce8aea87450e0,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_6c9febd74921a811f705,rec_486bbed5f95b61315c7e,INCLUDE,
rec_486c459d6c0ce221e8a5,c10b34c734ee7cc3,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_4390cd86fe76d850f307,rec_1eb360691e22ab0e0dfb,INCLUDE,
rec_4873c2ccacbd7055b3b5,c3929638c6369bce,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_487965841d6e07e9c8ac,ce2c99933993b319,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_488431a94fbb539e2005,881e27b2b2d24bde,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_f5fb90fec0bfee179812,rec_488431a94fbb539e2005,INCLUDE,
rec_489357b25b363fc3dc30,ce66999a49c9ce89,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_8edddfff3aa36045cc0b,rec_489357b25b363fc3dc30,INCLUDE,
rec_4896dd8871a39bfb0e07,9ab3c3c2c74b869a,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_48a092186a0498fb2c26,9e6d92262d6671c9,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_48a0ecb5ecbf656c399d,c79e9899cd692313,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_48b87e1189d56a25e03f,c5929e69cce4986e,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_48bc67bf162e714d2d8f,91c46e3bedd69241,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_5f616660af52523a84bc,rec_0a68b34a506e28f099d3,INCLUDE,
rec_48bd8b23a01af034ede2,dbb4644b63435745,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_5d11f288a5811b6dbb7b,rec_38c057e67df9b7501b10,INCLUDE,
rec_48beeea774f2853b71e2,a0876ecd3ae5cd09,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_754d2e29065df30b89fd,rec_2ee781c56ba036598d40,INCLUDE,
rec_48c0596a7ffed9838fc3,936f4890bd76c2cc,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_48c36205ecf02a6a40b7,8af3751cdae2a491,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_48cdacbdb2b45770d03c,d5f32a4e9585a586,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_f18a2a889ce87b4ac9ad,rec_48cdacbdb2b45770d03c,INCLUDE,
rec_48d73a1a8add86e5fbd5,d31f24e0cf1eb02b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_b13336b75023a0ee32fc,rec_046b3a5f8ba73ca529e7,INCLUDE,
rec_48de0b1baa589c761440,f094a7eb6a51341d,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_00d3e0a68829252a146f,rec_48de0b1baa589c761440,INCLUDE,
rec_48def89ed1010851bfc0,85e82bdcd03f7660,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_d55b28fe12b08c0fbe8d,rec_48def89ed1010851bfc0,INCLUDE,
rec_48e72269b369b89f1d44,c4d3f1a94ef01ca3,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_25885c26eedf36c87d51,rec_3902d1c5052443b73ae7,INCLUDE,
rec_48f373ef29e87ee3f6f9,c8922d5a56f7af08,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_48f926d074629ab2dec5,c06225977f8b781e,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_a92436a0b71e7b3874e3,rec_48f926d074629ab2dec5,INCLUDE,
rec_48fa5e6b736f2b88f5da,eaf5c81330ce6734,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_cbb042474dbfd95c3d99,rec_4762f23d3bb86b69ab2d,INCLUDE,
rec_4902c63ed3b71ba6455c,cf18787338c730ce,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_491d41c5c1c9a9606418,c49b996ccc669363,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_492502e0f5d0ee8ea3b9,91cce497e299c11f,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_2070c03f4acbb57a54e8,rec_492502e0f5d0ee8ea3b9,INCLUDE,
rec_4927976623452e46e46c,c1a7351e38de8f18,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8f0ff88fb6657d15c05a,rec_4927976623452e46e46c,INCLUDE,
rec_492baba95a82c11642e3,d5f32a4e9585a586,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_f18a2a889ce87b4ac9ad,rec_48cdacbdb2b45770d03c,INCLUDE,
rec_4931d35aa2ff3b53b138,cb984dc36599c56c,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_9a531d693149e3cc819e,rec_4931d35aa2ff3b53b138,INCLUDE,
rec_4933b67e3e25e6c5dd3e,ceb26cdc92939236,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_e71303375b8f8745779b,rec_4933b67e3e25e6c5dd3e,INCLUDE,
rec_494328a4e50c7c4bfcc4,953194973ed2b4c6,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_5459dcaf86364ad2a809,rec_494328a4e50c7c4bfcc4,INCLUDE,
rec_494724fc90738d054254,9276e3ccb64c893a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_72045256903f95f1f851,rec_3cf83028f05564a4c426,INCLUDE,
rec_4947a7083716811f2d05,bd664289b493b966,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_4957c8148f5d47f440b6,ce6c3233cec39998,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_4959756eb2e96f7434ff,8533698b1c99a7f1,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_9d5405544625ea342685,rec_00093ea1355fc2b06c51,INCLUDE,
rec_495fa5a6e10a9876ecf0,c768680f9f1a9179,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_0aed6db8ddaa39b2a18c,rec_19826e88c1370fa11448,INCLUDE,
rec_49601364c21edcb00785,95512acaedb88ba5,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c94c6174a4712f732878,rec_37fba7f223f93f00d1c2,INCLUDE,
rec_4970ca2d7640d90850af,92b39b93992966c6,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_4971799aec9d285115d2,e1cf979c969c9290,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_4ba26e283603cfef7ff0,rec_4971799aec9d285115d2,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_4976d4fe2398283866ce,936c9999cc99cc66,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_bf95c11b4206a27492ec,rec_4976d4fe2398283866ce,INCLUDE,
rec_497e693bec4d0c8e220b,cf309a39cecd8c43,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_5116e8152ea46f4036ce,rec_497e693bec4d0c8e220b,INCLUDE,
rec_498f4ae9fc04e2dba8fc,b45a4cec6a85171f,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_40a51bcc3e129c9e2901,rec_498f4ae9fc04e2dba8fc,INCLUDE,
rec_499c802670dde2fb7714,940e9969b55a4ba7,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_06153eaf63f8f16a55d5,rec_499c802670dde2fb7714,INCLUDE,
rec_499e9cad6ebd8a991643,c5fec126d08fa549,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_c96e88258b8429435838,rec_499e9cad6ebd8a991643,INCLUDE,
rec_49a4d0901ccd4bd1dc72,ca953a9f8ce09f82,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_2d82fb750123cd36f68e,rec_3611d47dc3de2a5e92f1,INCLUDE,
rec_49a70208833ed016c797,ce93b339138293c7,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_49b37cb63c636bd41ef0,d6e442f63628ba36,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_88d5ae940c7cf6f602aa,rec_49b37cb63c636bd41ef0,INCLUDE,
rec_49cd4128631b50e50807,9b31b1926b7bca12,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_11d1c51621b39575aa6d,rec_1524d9f9ae5709f8054e,INCLUDE,
rec_49f73b8c300c81342fe6,94b4b25966698f72,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_f74afea727fc50aa3512,rec_49f73b8c300c81342fe6,INCLUDE,
rec_49f9f27fb0e8ea2af42a,cf9a6d3093cd3423,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_463b951d15c28bd47a27,rec_0bcc3f06dd992355acb6,INCLUDE,
rec_49fb8fdb575137c9f653,c56e1139f3b1e1d0,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_15eb4075c0e45eebba89,rec_49fb8fdb575137c9f653,INCLUDE,
rec_4a0b555acd9bbfc8c907,ea91556232a9edd4,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8a3e7ffb413d72b2b23a,rec_4a0b555acd9bbfc8c907,INCLUDE,
rec_4a10f9032a34db138690,ca6f3ea67a22416c,VERIFIED_LABEL_CONFLICT,VERIFIED_LABEL_CONFLICT,refined_bc14df3325859da6fbe7,rec_4a10f9032a34db138690,EXCLUDE,VERIFIED_PERCEPTUAL_LABEL_CONFLICT
rec_4a17d89da7141d699ad9,f4cbc6272f352483,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_681d01420827483db1e5,rec_4a17d89da7141d699ad9,INCLUDE,
rec_4a26f9ad9c9b2a7eee73,d8cc0ecee7da84c2,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_313dc5357e4301635b27,rec_4a26f9ad9c9b2a7eee73,INCLUDE,
rec_4a28ed9ea808632614f4,92669379c333c798,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_962849fec9edd33ab3ae,rec_4a28ed9ea808632614f4,INCLUDE,
rec_4a36ba0361f047962174,87a9642b7855be1a,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_bbef1ce9594da5c19a57,rec_4a36ba0361f047962174,INCLUDE,
rec_4a48b7237ee2d70814ce,cf8699939393c998,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_f3257c4ba69baaa4710d,rec_4a48b7237ee2d70814ce,INCLUDE,
rec_4a494be12b6186f58122,b0d9bc76b8f47081,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_be7191b88b1d632038e8,rec_4a494be12b6186f58122,INCLUDE,
rec_4a581d862139a79a2933,c7ce9a9c99191933,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_7db853300177ebca09c9,rec_1860312b575d1322ea17,INCLUDE,
rec_4a58710a9c28f1130c8d,c69999999c746c99,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_4a60dfaa4f42305aa3fd,e1cf969c9298934b,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_4a622d07d1f9fa979018,e4f533d09a07c43e,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_7a04a4e5ea7130c28912,rec_4a622d07d1f9fa979018,INCLUDE,
rec_4a636c28df0e4946b8f6,c3674d03afe1129d,NOT_REQUIRED,NOT_SIMILAR,,,EXCLUDE,UNRESOLVED_MAPPING
rec_4a6a681a1bd51ca81c16,8e9b9acdcc6d3032,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_4a8056804454702d7767,c06aa95d7af1c2d2,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_137151aed4b039ef9baf,rec_4a8056804454702d7767,INCLUDE,
rec_4a8c673a265781fbf000,ce6d9266394c36c9,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_86ee07fa5d2ed6d9667c,rec_4a8c673a265781fbf000,INCLUDE,
rec_4a8d93a9e894132005a7,be2dba27c122c770,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
rec_4a915d9a3a481cfbd958,b270c90fd1448ff6,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_83786e3760806d7613a1,rec_4a915d9a3a481cfbd958,INCLUDE,
rec_4a96df1c1a24127d6a1d,d581265d533c19be,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_1cb5366605506ef6b122,rec_4a96df1c1a24127d6a1d,INCLUDE,
rec_4a9b0ff7a6994d8260e6,cf989a6167669299,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_4ab5f914dd5fedab0ede,ce9e9865c519996c,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_4ab901f217b27dfbfc32,bbc1443fbec2910d,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_465234a12ac97b54f9ec,rec_4ab901f217b27dfbfc32,INCLUDE,
rec_4acddbd69afe649b16d6,ce193c6ccec69893,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_4ace8833783f14505b2b,83bc0d637c436a4f,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_f6c9ceac61c98c2c6700,rec_4ace8833783f14505b2b,INCLUDE,
rec_4adf2217d0282fbd5e6c,8a4f34fe9245c7a2,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_31726903db61e522c2d0,rec_4adf2217d0282fbd5e6c,INCLUDE,
rec_4ae452d678a47b45a632,e0f5e4ca82d2bd91,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_f7d72cd63ee10e9a5a29,rec_40be5cace33e98a1ce79,INCLUDE,
rec_4ae476228661285f4083,f0fba403c0df0b2d,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_cca399c29fccdb48e276,rec_06d2a8c8e608da18a931,INCLUDE,
rec_4aea6dc809839153788f,9a3333cc32cdc6c6,FALSE_POSITIVE_PERCEPTUAL_SCREEN,NOT_SIMILAR,,,INCLUDE,
rec_4aeb9417251ece317f48,f944b4e0d0bd6e98,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_02c592262617860446d0,rec_4aeb9417251ece317f48,INCLUDE,
rec_4aec8d4a9cae10841a77,9f357c7d0e0c089b,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_1614f9ff4a034c849b99,rec_04bb8fe6ab02c3858361,INCLUDE,
rec_4af92d9ed272b3f4d6d2,cec3c392384f926d,FALSE_POSITIVE_PERCEPTUAL_SCREEN,VERIFIED_NEAR_DUPLICATE,refined_ed05545377a283d528f5,rec_3fb12e0549be5b7fe9b5,INCLUDE,
rec_4afb285d8fc0b6cd0c42,edc2123dd2d2ad61,NOT_REQUIRED,VERIFIED_NEAR_DUPLICATE,refined_8594ba1705a93d776466,rec_4afb285d8fc0b6cd0c42,INCLUDE,
rec_4affd96b840713bf3599,bd3fd2c068d8a433,NOT_REQUIRED,NOT_SIMILAR,,,INCLUDE,
