refined_group_id,representative_record_id,member_count,training_member_count,locked_test_member_count,target_classes,datasets,similarity_method,minimum_dhash_distance,maximum_dhash_distance,minimum_phash_distance,maximum_phash_distance,minimum_orb_match_ratio,maximum_orb_match_ratio,minimum_orb_inlier_ratio,maximum_orb_inlier_ratio,risk_status
refined_b9deabfacd1eabc2b176,rec_19517d94f463e661cf00,2,2,0,Potato Early blight | Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,8,8,0.44000000,0.44000000,0.84943182,0.84943182,VERIFIED_LABEL_CONFLICT
refined_56464385e21d1b34aa4f,rec_1965bb9fdc1652c1252d,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96625000,0.96625000,0.99870634,0.99870634,VERIFIED_NEAR_DUPLICATE
refined_5bf1c64c17b7544beca5,rec_1968e8f7547a85251144,3,3,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,4,4,0.55290611,0.72131148,0.97520661,0.97574124,VERIFIED_NEAR_DUPLICATE
refined_d8e55278c784b59e21de,rec_19761d16c0a2145da159,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96375000,0.96375000,0.99870298,0.99870298,VERIFIED_NEAR_DUPLICATE
refined_986052ee2c0c3d429a28,rec_197f9323cba7f488eb8f,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96137931,0.96137931,0.99856528,0.99856528,VERIFIED_NEAR_DUPLICATE
refined_0aed6db8ddaa39b2a18c,rec_19826e88c1370fa11448,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,4,4,0.71000000,0.71000000,0.97359155,0.97359155,VERIFIED_NEAR_DUPLICATE
refined_065259be8ab74c7d67f7,rec_19acb8df8a82cf6374c4,2,2,0,Corn Cercospora leaf spot,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99109415,0.99109415,0.99871630,0.99871630,VERIFIED_NEAR_DUPLICATE
refined_17d61cc0643a14592222,rec_19ae69131c6a4c581a93,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95875000,0.95875000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_08cce0e6d69577ad9aba,rec_19b9ff1a1bc4132261df,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.90620690,0.90620690,0.98934551,0.98934551,VERIFIED_NEAR_DUPLICATE
refined_7e42e917f721259fe7c3,rec_19c5d9f02b2f5d2f5534,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95375000,0.95375000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_7b89646a58f93bfde653,rec_19c7cfb2d4821ae0afe8,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.76633166,0.76633166,0.99180328,0.99180328,VERIFIED_NEAR_DUPLICATE
refined_a681e8b862596b55d522,rec_19ccce82fff6fc80a115,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.68372093,0.68372093,0.98299320,0.98299320,VERIFIED_NEAR_DUPLICATE
refined_aab79acb3304b4e45a97,rec_19d20f9f4c5a4fb624ec,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99375000,0.99375000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_f1dcb9ed77aaf00cf221,rec_19df6aace2cb48f3ba25,3,3,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,1,2,4,0.55500000,0.61625000,0.92342342,0.95131846,VERIFIED_NEAR_DUPLICATE
refined_e20f8087567bbeb59078,rec_19e2bcbf00e84e0efa46,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.80500000,0.80500000,0.99378882,0.99378882,VERIFIED_NEAR_DUPLICATE
refined_a946faa8fdaaacb0ba44,rec_19f1c7859610623df354,6,6,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,4,0,4,0.69375000,0.95750000,0.96396396,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_b89c69f859e9a1c0a489,rec_1a0c154f33c21835985c,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.77500000,0.77500000,0.94838710,0.94838710,VERIFIED_NEAR_DUPLICATE
refined_109fcc68acb3a23fddaf,rec_1a0d24e28062860d4b40,2,2,0,Corn Cercospora leaf spot,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.86979167,0.86979167,0.99550898,0.99550898,VERIFIED_NEAR_DUPLICATE
refined_7323b97ebee7b0b2b770,rec_1a1943838ba9dc59a9f2,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.90109890,0.90109890,0.99542683,0.99542683,VERIFIED_NEAR_DUPLICATE
refined_4beb1e81261670b95342,rec_1a4f4e3b0d8189f79303,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.83357041,0.83357041,0.99317406,0.99317406,VERIFIED_NEAR_DUPLICATE
refined_242e8424471b84e82cc6,rec_1a51edb3c13049f2af15,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96500000,0.96500000,0.99611399,0.99611399,VERIFIED_NEAR_DUPLICATE
refined_2713d49922373480c4a6,rec_1a7b8a3dc7f3d0a9d197,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,2,2,0.63570392,0.63570392,0.97031963,0.97031963,VERIFIED_NEAR_DUPLICATE
refined_de2271e876b238962641,rec_1a84d893a2b64c4838a0,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.60375000,0.60375000,0.88612836,0.88612836,VERIFIED_NEAR_DUPLICATE
refined_02ae303fa3a7274dc8ef,rec_1a8677e094b96f2cca14,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.91776799,0.91776799,0.99840000,0.99840000,VERIFIED_NEAR_DUPLICATE
refined_9d46408b1c666b2880df,rec_1a9f8657b3edc05d9bd6,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.86875000,0.86875000,0.99136691,0.99136691,VERIFIED_NEAR_DUPLICATE
refined_5f4c56707cb45fceada9,rec_1ab408c809787f786758,4,4,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,4,2,4,0.41625000,0.65000000,0.82582583,0.90576923,VERIFIED_NEAR_DUPLICATE
refined_e86ba7b1df7de035006b,rec_1ace46ad66b649024467,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,2,2,0.67659574,0.67659574,0.98951782,0.98951782,VERIFIED_NEAR_DUPLICATE
refined_4bae8e79364fab1f5dff,rec_1afbd14e567bbfed4c27,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.64825581,0.64825581,0.93497758,0.93497758,VERIFIED_NEAR_DUPLICATE
refined_66301201e15afb32be6e,rec_1b014d028b37d1833f43,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95328283,0.95328283,0.99867550,0.99867550,VERIFIED_NEAR_DUPLICATE
refined_3bb990142ee8c3766441,rec_1b1f02e875fb153860e2,2,2,0,Tomato Bacterial spot | Tomato Septoria leaf spot,PlantDoc,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.41000000,0.41000000,0.81707317,0.81707317,VERIFIED_LABEL_CONFLICT
refined_67e9361e27576e984adc,rec_1b2a9e589f8051cfa99a,3,3,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,2,0.69283276,0.72354949,0.97405660,0.99014778,VERIFIED_NEAR_DUPLICATE
refined_ea043cb68b89488bb2a3,rec_1b3c787c5656b9f3495d,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,2,2,0.60250000,0.60250000,0.94190871,0.94190871,VERIFIED_NEAR_DUPLICATE
refined_f865e53947f61fe52224,rec_1b3c94d07350f8b8fff8,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,2,2,0.76416337,0.76416337,0.96034483,0.96034483,VERIFIED_NEAR_DUPLICATE
refined_375260643a210a6cdac4,rec_1b441e46518cf813e171,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,4,4,0.67750000,0.67750000,0.97416974,0.97416974,VERIFIED_NEAR_DUPLICATE
refined_d8295857f199c4e912f0,rec_1b5530a0d0a24ed3991d,2,2,0,Potato Early blight | Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,6,6,0.59445844,0.59445844,0.98728814,0.98728814,VERIFIED_LABEL_CONFLICT
refined_f6b1954ddfe5792e0ebc,rec_1b5e4b8a2ab8d9d07133,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.36625000,0.36625000,0.86689420,0.86689420,VERIFIED_NEAR_DUPLICATE
refined_53c59d88a5ca41c4134f,rec_1b66fe4e4b796de0d1e0,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96464646,0.96464646,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_1c5ed061e8f3590ad2a8,rec_1b726167f194f3936c34,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94625000,0.94625000,0.99867900,0.99867900,VERIFIED_NEAR_DUPLICATE
refined_6b40e7593b19c507ce7a,rec_1b79e56df9d9f58a490e,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,4,4,0.66099476,0.66099476,0.95445545,0.95445545,VERIFIED_NEAR_DUPLICATE
refined_798c2442e0b471b832f2,rec_1b7a9f2c4813e4551704,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95171537,0.95171537,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_a86acd4d969e632cc99b,rec_1b7ab0e9932dd86a01f9,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96875000,0.96875000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_ae27e528e79e8daec69d,rec_1b7e2b20b79c7604c91c,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.90589711,0.90589711,0.99861496,0.99861496,VERIFIED_NEAR_DUPLICATE
refined_af56ae42b5064aa373ac,rec_1b92e6d044580aa812dd,3,3,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,3,0,4,0.42375000,0.66625000,0.69043152,0.92920354,VERIFIED_NEAR_DUPLICATE
refined_ce9ed7c274e9d8eaa79b,rec_1b9818ac8cd7ddbd2994,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,4,4,0.71500000,0.71500000,0.78321678,0.78321678,VERIFIED_NEAR_DUPLICATE
refined_df47d6d251cacf8c4a58,rec_1b9da16543e351c68412,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95875000,0.95875000,0.99739244,0.99739244,VERIFIED_NEAR_DUPLICATE
refined_92b43ce1ad7b3f69a73c,rec_1ba6eb58bdc48b5c335c,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,4,4,0.64252336,0.64252336,0.98181818,0.98181818,VERIFIED_NEAR_DUPLICATE
refined_0fdfa8508a1e018cf61c,rec_1ba8457522541391e34b,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.81500000,0.81500000,0.99539877,0.99539877,VERIFIED_NEAR_DUPLICATE
refined_0b673977bdfb97b968d1,rec_1bac8332cf1d85167ddc,3,3,0,Potato Early blight | Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,3,4,4,8,0.60171306,0.69593148,0.95692308,0.97508897,VERIFIED_LABEL_CONFLICT
refined_46c30d3b149cb4be3aee,rec_1bb088110cfecfae7fe3,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.68481013,0.68481013,0.90942699,0.90942699,VERIFIED_NEAR_DUPLICATE
refined_56a10d5d55ee81fc3c95,rec_1bb18119fe7616851339,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.79250000,0.79250000,0.99053628,0.99053628,VERIFIED_NEAR_DUPLICATE
refined_47dccbe5a8b4d2aec2bc,rec_1bb358b9bde911ba04a4,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.68406593,0.68406593,0.99196787,0.99196787,VERIFIED_NEAR_DUPLICATE
refined_0f3ebcc769049dfa66ff,rec_1bb82d9a7179d3ff7bc2,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96125000,0.96125000,0.99739922,0.99739922,VERIFIED_NEAR_DUPLICATE
refined_bf804a9a3b6d865435fa,rec_1be4d60c74192b880680,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95875000,0.95875000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_5a037e17d5717014e9b6,rec_1bfa67c5a2dfad156cb6,4,4,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,3,0,4,0.64750000,0.99625000,0.79807692,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_12b5178a45332e303d0c,rec_1c07e7e38ec959569297,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,4,4,0.53250000,0.53250000,0.91549296,0.91549296,VERIFIED_NEAR_DUPLICATE
refined_fb091e80579dcae30d69,rec_1c17ce5f105e484d317f,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,4,4,0.46075949,0.46075949,0.87087912,0.87087912,VERIFIED_NEAR_DUPLICATE
refined_a79cff811e133aba88e6,rec_1c1b03f1a0d513ccab63,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95425667,0.95425667,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_e3fbe14e24f770a5bb37,rec_1c20925f204f99fd0524,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.93051771,0.93051771,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_16318aaca2e2879f0b79,rec_1c3a826385563ebbc42f,3,3,0,Corn Cercospora leaf spot | Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.81654676,0.85886403,0.99118943,0.99398798,VERIFIED_LABEL_CONFLICT
refined_56a67125a61b858db3d3,rec_1c4e8fa1b4240c7cd689,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.93097345,0.93097345,0.99809886,0.99809886,VERIFIED_NEAR_DUPLICATE
refined_088b6cedbf645464982f,rec_1c5844ae7dbbd0e6b1ae,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95804196,0.95804196,0.99635036,0.99635036,VERIFIED_NEAR_DUPLICATE
refined_af12b081040a5896f25c,rec_1c7b60cb5d8dac2e7d32,3,3,0,Potato Early blight | Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95875000,0.96000000,0.99739244,0.99739583,VERIFIED_LABEL_CONFLICT
refined_4df71d5ccc07f63b6e92,rec_1c870b5cfd0bb30812c1,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99500000,0.99500000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_25c5c6e971b20a2e37b1,rec_1c9eec7572a0754eaeff,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,0,0,0.88418079,0.88418079,0.99840256,0.99840256,VERIFIED_NEAR_DUPLICATE
refined_72146a8aea1214ffd8ca,rec_1ca69300beeaa96ae77a,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95625000,0.95625000,0.99869281,0.99869281,VERIFIED_NEAR_DUPLICATE
refined_d663c77be8a7c2763106,rec_1ca87dd004541d8764a0,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.93625000,0.93625000,0.99332443,0.99332443,VERIFIED_NEAR_DUPLICATE
refined_a2f4176d3bd86f0dae84,rec_1cad4e8bc2e923c699b6,3,3,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95625000,0.96375000,0.99870298,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_c463bbc9f97ae6706667,rec_1caf98eaf3b73e1e0389,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97125000,0.97125000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_b4b9bed2336caf6b4319,rec_1cc28870ae683929d4ee,3,3,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94500000,0.95375000,0.99606815,0.99867725,VERIFIED_NEAR_DUPLICATE
refined_9a2ca29bc392b60f006b,rec_1cc295c69fb815eca3e4,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,2,2,0.71500000,0.71500000,0.96153846,0.96153846,VERIFIED_NEAR_DUPLICATE
refined_d468f50db5771dbbcbfe,rec_1cda20efbab9c62d67cb,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94500000,0.94500000,0.99867725,0.99867725,VERIFIED_NEAR_DUPLICATE
refined_d139100d31163f66d649,rec_1cf20168815ceb0ea342,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96183206,0.96183206,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_e16df621b81b58d21be5,rec_1cf4de80c651c02ff35b,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97250000,0.97250000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_05a95c19e0ea4e78c06a,rec_1d0505e2232dc704c743,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,2,2,0.59347181,0.59347181,0.95500000,0.95500000,VERIFIED_NEAR_DUPLICATE
refined_9ca8b3305dfae661acbd,rec_1d06e8cf8bbebf17743b,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96250000,0.96250000,0.99870130,0.99870130,VERIFIED_NEAR_DUPLICATE
refined_d9fa91e139404906fed1,rec_1d0b1a75a4c7de4e0709,2,2,0,Potato Early blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,0,0,0.57500000,0.57500000,0.90869565,0.90869565,VERIFIED_NEAR_DUPLICATE
refined_6009fbb758c27b0db07b,rec_1d37b4923abc65238470,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.97361478,0.97361478,0.99864499,0.99864499,VERIFIED_NEAR_DUPLICATE
refined_977e9cf40493b2850f85,rec_1d4b698f5159ba52052c,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95454545,0.95454545,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_90b99ac9a474da00b26e,rec_1d56906f1ba2c0e8d615,3,3,0,Potato Early blight | Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,4,2,8,0.58047945,0.61764706,0.93510324,0.98319328,VERIFIED_LABEL_CONFLICT
refined_99f5e683d56a2df1882e,rec_1d77333c4ab066ee508e,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.81818182,0.81818182,0.99004975,0.99004975,VERIFIED_NEAR_DUPLICATE
refined_0027f0b63d4d76afeb2b,rec_1d7c8b43134ccb0aafa3,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99375000,0.99375000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_b2404e617a4fb74e642e,rec_1d8121bf9ddd5b613104,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,2,2,0.60594315,0.60594315,0.86567164,0.86567164,VERIFIED_NEAR_DUPLICATE
refined_b50e478e33569caf1540,rec_1d8d9620f197e7ba6b0d,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94875000,0.94875000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_b7b757b3e89aace5face,rec_1d9567e2e719f72cba2e,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,2,2,0.92532943,0.92532943,0.99841772,0.99841772,VERIFIED_NEAR_DUPLICATE
refined_632e13250a72d6f4a10d,rec_1da79358b41e109b790c,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.57250000,0.57250000,0.97161572,0.97161572,VERIFIED_NEAR_DUPLICATE
refined_e60f5ec43372f5a1f143,rec_1dbcacc243170ca4f26c,2,2,0,Corn Cercospora leaf spot,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.92977893,0.92977893,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_df4c5cac3910392df8d6,rec_1dc5301d5b5a5064c61b,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.76396648,0.76396648,0.99268739,0.99268739,VERIFIED_NEAR_DUPLICATE
refined_d54ec644c61bbf8c1eac,rec_1dc9b9153785d6977ac5,2,2,0,Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,1,1,0,0,0.93566434,0.93566434,0.99850523,0.99850523,VERIFIED_NEAR_DUPLICATE
refined_470fe50b942dbc6bb9dd,rec_1dd5ef8ae1b0a44a1e81,2,2,0,Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,2,2,4,4,0.67096774,0.67096774,0.98717949,0.98717949,VERIFIED_NEAR_DUPLICATE
refined_d63b7aa0ec76953c2518,rec_1e08a7886c90a156b247,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.99625000,0.99625000,0.99874529,0.99874529,VERIFIED_NEAR_DUPLICATE
refined_a14b71fba8479b481221,rec_1e0cb47f7440b1cb4474,2,2,0,Potato Early blight | Potato Late blight,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,4,4,6,6,0.65631068,0.65631068,0.92899408,0.92899408,VERIFIED_LABEL_CONFLICT
refined_ac31af9750fed5c440de,rec_1e12e713331e3fbc2760,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.95875000,0.95875000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_50664475cc7d8ad2bf88,rec_1e165505bb08a2f2c81a,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96875000,0.96875000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_6ea57e9d318084ec47dc,rec_1e2c1592067ebd7dae7d,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.96250000,0.96250000,1.00000000,1.00000000,VERIFIED_NEAR_DUPLICATE
refined_f835b36e02fef3040ff6,rec_1e3e64a5255ac958e5c7,2,2,0,Potato healthy,PLDD-UP,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.94500000,0.94500000,0.99735450,0.99735450,VERIFIED_NEAR_DUPLICATE
refined_eda69496ba220c78e884,rec_1e52b63e9d956ad7f38f,4,4,0,Corn Cercospora leaf spot | Corn healthy,Seasonal Corn Leaf Disease Dataset,direct representative match: dHash<=4 + pHash + geometry + ORB/RANSAC,0,0,0,0,0.78209459,0.88603531,0.98488121,0.99094203,VERIFIED_LABEL_CONFLICT
