dataset,source_version,role,source_label,mapping_status,target_class,source_path,local_file,sha256,dhash,format,mode,width,height,bytes,original_or_augmented,candidate_status
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/Gray%20leaf%20spot-Adam%20Sisson%20%2856%29%20copy-400x267.jpg,Corn Gray leaf spot/00539_e2b8351685fe0ceb.jpg,e2b8351685fe0ceb9fc877491cc3d235d570d402b368bdbd55a6bef6363e6957,74471227cf581fd3,JPEG,RGB,400,267,18236,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/Gray-Leaf-Spot-on-Corn-um9znc.jpg,Corn Gray leaf spot/00540_444385445405ef6f.jpg,444385445405ef6ffcdb400fddf42944b201d860f38afb1a55119dd0dd2c807c,b999c9a9939272aa,JPEG,RGB,1368,840,221893,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/Gray-leaf-spot-Adam-Sisson-20.jpg,Corn Gray leaf spot/00541_a520040b39aafd86.jpg,a520040b39aafd86177d0eb56cbe72432bb77e0d24c8c9f8f08f7b2c8473d5fb,03260c3963c78b17,JPEG,RGB,5184,3456,5693806,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/Gray-leaf-spot.jpg,Corn Gray leaf spot/00542_3d65c96d20daa9b6.jpg,3d65c96d20daa9b604d0f4c0cb5678d31587a3be94f700f132d52801aafaed7a,1f0d4d8b894f0507,JPEG,RGB,508,337,50717,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/GrayLeafSpot_Chilvers.jpg,Corn Gray leaf spot/00543_0d56d3946159d0d2.jpg,0d56d3946159d0d2062744242e41f4f390e23369be12c0480567802e89397ff8,8e869b2a0a8e8d83,JPEG,RGB,400,487,228364,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/Greyleafspot.jpg,Corn Gray leaf spot/00544_903cd21184ead4bf.jpg,903cd21184ead4bf493bed31727d6a237ad1a13e653352fd7fc0b6b2967c185a,a32312132343842c,JPEG,RGB,651,488,174015,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/IMG_0004.JPG?itok=tv_vWPMi.jpg,Corn Gray leaf spot/00545_32f596d8304c10a4.jpg,32f596d8304c10a4e6fdb268b1d55887a874b284ca926b0fac789483abc0917c,d18003324d0b73bd,JPEG,RGB,567,393,46623,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/IMG_1359.JPG.jpg,Corn Gray leaf spot/00546_3c79b44db9881b73.jpg,3c79b44db9881b73c2b205961a96ac1ab914d0a65719513117c2ae20bbd5f0fe,18381c5c4ececddd,JPEG,RGB,1200,630,163393,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/IMG_5251.jpg,Corn Gray leaf spot/00547_60caabfee12a4f35.jpg,60caabfee12a4f359c41bfe00014c89862b3d6ac8a8af5545bebdf5e90f4c7da,a56ededd9d6a7bbb,JPEG,RGB,3264,2448,1123958,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/IMG_6802%2B%25282%2529.JPG.jpg,Corn Gray leaf spot/00548_90a0d9bc9947adce.jpg,90a0d9bc9947adce918990b80198492bbc8c5e2fbc9e094b4d7ddb7c1df742a7,f0f1e363c6fcbe06,JPEG,RGB,710,1263,115621,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/Kelley%20Gray%20leaf%20spot.jpg,Corn Gray leaf spot/00549_b58c175566d29da7.jpg,b58c175566d29da72957f8bad2c33c48dfbe28edf132c15625459572b172e2b8,36e47ebe372f1f33,JPEG,RGB,350,260,17221,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/Ontario-Field-Crop-Report_July_27_2017_f3-1024x681.jpg,Corn Gray leaf spot/00550_35e526f2ef832f52.jpg,35e526f2ef832f52ff928db9e8a897cb73ffec44de803395e23b84905ec499c8,1b9b191d36324a93,JPEG,RGB,1024,681,116910,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/corn-gls-bls-lesion-comparison.jpg,Corn Gray leaf spot/00551_ab254bbc5d428d33.jpg,ab254bbc5d428d33453475b9454dd71fb5ff7780e34c89f3e34ecf6b16893e37,4747edcccccce4c4,JPEG,RGB,336,256,111564,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/corn-gray-leaf-spot-backlit-2.jpg,Corn Gray leaf spot/00552_e93c6fc5ff349012.jpg,e93c6fc5ff3490125e3643f7b1a26e0bbc8013700a9557cf91fd48444cd184bb,0100040004898800,JPEG,RGB,700,394,58838,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/corn-gray-leaf-spot-f4.jpg,Corn Gray leaf spot/00553_9120578a76fd8539.jpg,9120578a76fd8539da220def6e0609ebb2435decc7a9c34b949e46e86e794c8d,0701092323230393,JPEG,RGB,672,832,652989,original,EXCLUDE_FROM_TRAINING
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/corn-gray-leaf-spot.jpg,Corn Gray leaf spot/00554_cd2b8adebbc5f941.jpg,cd2b8adebbc5f941da5668f87dd31c81781ea5d203204596aa5f052f23c29e89,963141808544060f,JPEG,RGB,700,394,76096,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/cornGLS2.jpg,Corn Gray leaf spot/00555_325f55033e14ee62.jpg,325f55033e14ee62fb24d43be20791f1f117061ddcac545eb2e4d261436d655e,5f5c1c1e0eefc33a,JPEG,RGB,328,247,62992,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/cp_A-325_gray_leaf_spot_article.jpg,Corn Gray leaf spot/00556_ab0f950724a9ce44.jpg,ab0f950724a9ce440c8b80e8d5e500e24ca7b1981f78a483ab9354c41e15e243,c929050f13376347,JPEG,RGB,690,345,46505,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/g1902-1.jpg,Corn Gray leaf spot/00557_8f22a1471132f061.jpg,8f22a1471132f061c984e6cdb3722ef1dee08e68374dac0d92aefa873151dc62,430d3c0bcbcb4b4c,JPEG,RGB,200,590,139046,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/g1902-3b.jpg,Corn Gray leaf spot/00558_f1cf2d9db0575a65.jpg,f1cf2d9db0575a65fdc08c2e72f7f0e7a06c9eaf90e28bf626b3a9c7acc27b4d,9360516862b387d8,JPEG,RGB,300,236,74500,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/glfspot.jpg,Corn Gray leaf spot/00559_1816338ef66a7c08.jpg,1816338ef66a7c08c1d385bce179f6a846ceedef5bb91eb31effabd155412aed,2d29696d0d0f2f6f,JPEG,RGB,267,350,27360,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/gls99-anamosa.jpg,Corn Gray leaf spot/00560_1c420ab7b30b2dbf.jpg,1c420ab7b30b2dbf7436879f85faabae5550c15b2f04eed6eb20037f0479c9bf,2337323234949c0c,JPEG,RGB,430,359,45292,original,NEEDS_MANUAL_REVIEW
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/gray%20leaf%20spot.jpg,Corn Gray leaf spot/00561_d7a31ca4a9455b3d.jpg,d7a31ca4a9455b3d9574e4b513600d87a13f4041e9ee431111f9ad55cf4a02f9,0b8b1b1a12cc5403,JPEG,RGB,482,378,37266,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/gray-leafspt-09-227x300.jpg,Corn Gray leaf spot/00562_daa16cffbd2bf28b.jpg,daa16cffbd2bf28b40e4059cf6490f5a543fcc8b7d96b75528616b2aaad72541,5898e492969686c2,JPEG,RGB,227,300,22386,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/gray_leaf_spot.jpg,Corn Gray leaf spot/00563_ff1c976d0c0804c4.jpg,ff1c976d0c0804c4477cfdcb0cf5597fe27c3b66b4c2c18d5b021e3d23c56e19,ac234713270c39b5,JPEG,RGB,550,413,108095,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/gray_leaf_spot__1-14B8612C8B60CDBC8E2.jpg,Corn Gray leaf spot/00564_d548549a8a32295e.jpg,d548549a8a32295e5330ea352f93f7fd1163a8145e38719463a86e811f9f0b5b,2d47471818964551,JPEG,RGB,630,433,62729,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/gray_leaf_spot_developing.jpg,Corn Gray leaf spot/00565_68f4cb344d649fbb.jpg,68f4cb344d649fbb61bf91beb0a463bbf21eb093dd9bb5fc4e8634fcfa3b39ae,e753bcb74f3fb81d,JPEG,RGB,550,362,74654,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/grayleafspot99a.jpg,Corn Gray leaf spot/00566_50c9aa04a1600e02.jpg,50c9aa04a1600e02ba52e205769933f8e23794d71f9d254b3a41acde4e8e77bf,1c6bc3d32c7a7366,JPEG,RGB,432,324,31704,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/grayleafspot_earleaf.jpg,Corn Gray leaf spot/00567_a03d5be8ba52ddb4.jpg,a03d5be8ba52ddb438d41b5787246bf4f5e74ea2e120094739d9e8b6f57ba035,73624565644c0c8d,JPEG,RGB,432,679,66568,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/grayleafspothybrid.jpg,Corn Gray leaf spot/00568_159eac3531a8c47c.jpg,159eac3531a8c47cca1be3a5ddc88cc2d5f3382b86c1f36e4702fc24e9399948,d4516103030f37b3,JPEG,RGB,432,273,21426,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/grayleafspotinbred.jpg,Corn Gray leaf spot/00569_7695c8fe59ae4973.jpg,7695c8fe59ae49731649152ffbca9af647e5119348ced96a345e73eaddb237c9,a164e1ed092e39e6,JPEG,RGB,432,324,26097,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/grayspot.jpg,Corn Gray leaf spot/00570_e149bc2dd717fd47.jpg,e149bc2dd717fd47677f43b63ab35865cebbd6b91bbb19a680bc342155f391a6,a2631b236c1efc98,JPEG,RGB,550,413,85715,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/grey_leaf_spot.jpg,Corn Gray leaf spot/00571_94f10ca8d52bfc1c.jpg,94f10ca8d52bfc1c3893ab94e2ec8ece67c292a7be572c7b6f5c01ab6b78f6ba,80061773d3030301,JPEG,RGB,778,437,107410,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/lipps-d.jpg,Corn Gray leaf spot/00572_4ee7de1f98f5ecbf.jpg,4ee7de1f98f5ecbffbc327139bf43e5a0f49cb64ed73e446c6082cae614917d6,3998b807271c0e46,JPEG,RGB,480,320,75855,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/lipps-e.jpg,Corn Gray leaf spot/00573_0a7b7262c4b4bc08.jpg,0a7b7262c4b4bc086913125e36696b5b89e377f662a7bf7aca95a43d8eb811a1,db333251db97a686,JPEG,RGB,480,320,89239,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/rsz0715grayleafspot.jpg,Corn Gray leaf spot/00574_6b01689e89509afd.jpg,6b01689e89509afd36c6cb4fa60666e0a9daeff00255807b7fc054335b6cbce6,3e112d0d1f5f3bbf,JPEG,RGB,390,259,95502,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/rsz0803Figure5.jpg,Corn Gray leaf spot/00575_c94d957b20467558.jpg,c94d957b20467558fbaa1e393e9676e29dbfaa2b85c8563cd5b920a7d16fd77f,0010008070188e62,JPEG,RGB,360,242,46362,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn Gray leaf spot,MATCHED,Corn Cercospora leaf spot,train/Corn Gray leaf spot/uuid%3D23d9bc54-c4a7-4958-890c-0505ac310594%26groupId%3D1841%26t%3D1278717199836.jpg,Corn Gray leaf spot/00576_9bc4bab7012340fc.jpg,9bc4bab7012340fc205c6c5737e79f31676ab766052a6ad064e5277f578350dc,81a14b4f0fc3e418,JPEG,RGB,320,228,103831,original,APPROVED_CANDIDATE
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/00c.jpg,Corn leaf blight/00577_a8953ce392e5abac.jpg,a8953ce392e5abac59118335b72f78f16da1bef8a53cf771dee7ec8fcd99cd8b,7bf18430317fff4a,JPEG,RGB,800,605,372970,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/011.jpg,Corn leaf blight/00578_bd60bdb08e206e38.jpg,bd60bdb08e206e38c319eb87ca74d240be3796a57e68c55246c558847ea49250,1b9a983636b4a636,JPEG,RGB,510,347,58466,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/01c.jpg,Corn leaf blight/00579_351febb01a29a3b9.jpg,351febb01a29a3b953b0f59d56b9878f292245f5f4249bf7f242871526b4a0f3,c6c5c595a5a5e5e5,JPEG,RGB,960,477,67103,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/02.JPG.jpg,Corn leaf blight/00580_2f6e70b736435edc.jpg,2f6e70b736435edc598a16b0bef6cbb8972527f48595406a2c3739910a0e8b57,320ccd0703098fe3,JPEG,RGB,482,296,26371,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/022.jpg,Corn leaf blight/00581_4a94729561c4072c.jpg,4a94729561c4072cc20bd5eefb523d094297cfede4662ef6cc4b4d0a0c0f6902,1f7e6dfb2fad1c65,JPEG,RGB,505,283,38069,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/03c.jpg,Corn leaf blight/00582_5fead7eb53228ab4.jpg,5fead7eb53228ab43831ca399a6db220e440291f6d3da5df709b8bf2c6011ebb,6862c4e1b1b32d9c,JPEG,RGB,400,300,22292,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/04c.jpg,Corn leaf blight/00583_0824326d71a47713.jpg,0824326d71a477130d5412664807b3ade1552c12332790eeb7517742845eb97e,e3e7c6c696929190,JPEG,RGB,800,776,348672,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/05c.jpg,Corn leaf blight/00584_ac577169323167bc.jpg,ac577169323167bcdaa47ab3d33b42b4ab642651010deba18d1a1d117ae7f205,0c0613176363e96a,JPEG,RGB,900,675,151614,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/06c.jpg,Corn leaf blight/00585_0d24d3485ba1ebd0.jpg,0d24d3485ba1ebd0549ea5fd0310fcc65f8816555176e7d4117fe465c8142944,cb4d67b633b793ea,JPEG,RGB,641,482,58086,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/071409%20Vincelli%20nlb%20on%20corn%20leaf.JPG.jpg,Corn leaf blight/00586_62391621aba8bfaf.jpg,62391621aba8bfaf3d65a34024adf1cbbce2dd6bd4e5fde7a05f80ef984c9a99,01188462238a8280,JPEG,RGB,628,472,50143,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/0796.33anthracn.jpg,Corn leaf blight/00587_9e07695e7c428d02.jpg,9e07695e7c428d02fb2c8d0efb700a073bd491163c55c8993ef91f94bd4dbca0,00381a16c8241fcb,JPEG,RGB,432,313,32794,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/0805Fig3400.jpg,Corn leaf blight/00588_a7ea9078e7d9603d.jpg,a7ea9078e7d9603d21d0e68ee212edcc224aa02cb50e4e74de786850a4099b2e,0e1e1f3f3f1d58f1,JPEG,RGB,400,261,24040,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/09c.jpg,Corn leaf blight/00589_bd0535cdb71c769f.jpg,bd0535cdb71c769f700a14a822e8081febce14c3e3478b60219740e457fa9f61,08286c69eb82c436,JPEG,RGB,384,287,101222,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/1-495x400.jpg,Corn leaf blight/00590_781844def7393bce.jpg,781844def7393bce84e4697419a90ad3d35f395d96175927b9544d4b6dec2295,474b16244ed89999,JPEG,RGB,495,400,71571,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/1200px-Northern_corn_leaf_blight.JPG.jpg,Corn leaf blight/00591_6b06c8aa1cb6e922.jpg,6b06c8aa1cb6e92291d0d8bd2bd3a92195717e870e6d1366c0d57fcc4c234469,5c6e24fa6f321d49,JPEG,RGB,1200,900,306753,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/186116-325x209-Northern-Corn-Leaf-Blight-Chilvers.jpg,Corn leaf blight/00592_9d4b4c895bc3d273.jpg,9d4b4c895bc3d2739487ce288a269ec1a706d5c6d6d5e3252333ad793fba92f0,93981e38cfe7c387,JPEG,RGB,325,209,12708,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/2-3%20Gray%20leaf%20spot%20BRUCE.jpg,Corn leaf blight/00593_497337684fd02b87.jpg,497337684fd02b87627e7363eccdd58ab40e8288f93f5245d65c40931a0f7f16,e6f2325ad83439bb,JPEG,RGB,500,357,275395,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/2014-07-23-corngosswilt.jpg,Corn leaf blight/00594_3d7aaadf47f17cc7.jpg,3d7aaadf47f17cc75213e79d78a355cca62d1c9f6590e66d3a88613c51afc085,acaaaaaaaaa9aaaa,JPEG,RGB,640,427,44595,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/20140826_131630.jpg,Corn leaf blight/00595_88f9880868edee47.jpg,88f9880868edee472fa2f3ab373d732a1bbe96feb828306b8ebee7edc9ccfbaa,27263eaa2c346e53,JPEG,RGB,1600,900,451293,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/20160812__13ST_xanthomonas~1.jpg,Corn leaf blight/00596_39c41822ca4ce7d4.jpg,39c41822ca4ce7d4fc555657bd987c691fd480283ad7c54af095489e0ca661c0,1962908888cdec2d,JPEG,RGB,490,654,69455,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/20160826-corndisease-unlt.jpg,Corn leaf blight/00597_f84c1f453240161e.jpg,f84c1f453240161e6ceb827fcf04107c6f5559aae72de4909a1a97ecf769212c,2a290b2a2e2a8b8b,JPEG,RGB,960,540,183035,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/203725159.jpg,Corn leaf blight/00598_1dd43c1ea91c3459.jpg,1dd43c1ea91c34592b27801efdf9e09eabef65580f64e233a7ac81a36ff52aec,23232127a713b725,JPEG,RGB,337,470,69860,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/2159_0.jpeg?itok=eBFRbolm.jpg,Corn leaf blight/00599_c36030f289e9d34e.jpg,c36030f289e9d34e3a11b4e9e1efb3f1bc3b4b536e2ecd8fc5346d73c4ec0280,29292a0e060b0e1f,JPEG,RGB,256,385,23813,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/220px-Sporulation_on_leaf.JPG.jpg,Corn leaf blight/00600_5903981420c863ed.jpg,5903981420c863ed6bbfe7b8cee8ec3d23337cacddc41a1e6794b03c558ef231,3f2e6e6e4e4a4b4e,JPEG,RGB,220,293,18145,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/24154194959_fd4b42edde_b.jpg,Corn leaf blight/00601_5ab7c7870945cfa2.jpg,5ab7c7870945cfa2e6128d30573517d5a4b3086c8410bf566036cdc62f886b90,9dc3465252337110,JPEG,RGB,1024,768,107335,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/28380-1024x768.jpg,Corn leaf blight/00602_afab56234f2926ea.jpg,afab56234f2926ea2ce6ae6223d7a2111c9f6a16fd3c051a6aa3c9edacd7d694,3aeb2a1b8b8181c0,JPEG,RGB,1024,768,204182,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/28430_rel.jpg,Corn leaf blight/00603_a0fae715f72f9137.jpg,a0fae715f72f9137a708266a9118620f2d39fc6becfc072297f7a548559e0856,4e2e0e8c6c67092d,JPEG,RGB,200,383,12069,original,AMBIGUOUS
PlantDoc,5467f6012d78d1c446145d5f582da6096f852ae8,training_candidate,Corn leaf blight,AMBIGUOUS,,train/Corn leaf blight/28430_web.jpg,Corn leaf blight/00604_a446f8111ca8bdb2.jpg,a446f8111ca8bdb2a6e3b17970d71302a2f253ffc5a5dbf1613228e782242e67,4e2e0e8c6c67092d,JPEG,RGB,400,766,33803,original,AMBIGUOUS
