dataset,source_version,role,source_label,mapping_status,target_class,source_path,local_file,sha256,dhash,format,mode,width,height,bytes,original_or_augmented,candidate_status
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (229).jpg,EB/early-blight (229).jpg,623bcc5cc45af4c412ba9c0ed2ac6df690db9f3a29b1b978ed604c430fa889be,5a781ab698d9e9e5,JPEG,RGB,3468,4624,1282632,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2290).jpg,EB/early-blight (2290).jpg,fb5f307edb4bdd368bcd1b70bd8849da7c66e9b5ddf66c3e1c372f4d5f60abe6,8e9e9e9e8e9e8e86,JPEG,RGB,8160,3672,1222093,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2291).jpg,EB/early-blight (2291).jpg,ecdca3d362f2dd957ef5bb9f9d980ae21ee22b1dad162f65ff9852547bc610e6,9696969696969696,JPEG,RGB,8160,3672,1008836,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2292).jpg,EB/early-blight (2292).jpg,13ab2e5ac42681aaf09d586a2e0ad2ed358e9c545e5983862aac2bd0cc9147c7,0201fafa0f0f4000,JPEG,RGB,719,1600,71537,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2293).jpg,EB/early-blight (2293).jpg,6fae2fdfd50a1f1fa76204836955059f91d7d0508a030e7cff95a1471f522416,0800dbf8c0c14000,JPEG,RGB,719,1600,64896,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2294).jpg,EB/early-blight (2294).jpg,567fb5b8cb03c391b6a876b7dec52ca5c77115a62cbb156f7a7243fe82b70a0b,1200b4f8681c000c,JPEG,RGB,719,1600,113121,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2295).jpg,EB/early-blight (2295).jpg,17f5ec5ad3df4e0425431e534d565c62937113a761048302445a4937efb75bd4,93766c865e1b268c,JPEG,RGB,3468,4624,1325397,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2296).jpg,EB/early-blight (2296).jpg,5298febb4cf4b6bc42813dd960403a2e31e049c1257bf7322b24af3eeb50f6e2,04010f0f80e04080,JPEG,RGB,719,1600,69401,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2297).jpg,EB/early-blight (2297).jpg,1311fe86f45a7c430e0971d46a2e0b8d90175b22e1f32b389aa8acde3854cca1,86969686868e8e8e,JPEG,RGB,8160,3672,1260783,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2298).jpg,EB/early-blight (2298).jpg,3a503c41f253e63fb9272cddcd2913097b336b755d51d39cb52534197cc20035,9696969696969696,JPEG,RGB,8160,3672,1102274,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2299).jpg,EB/early-blight (2299).jpg,8a7c906e4dc75d5ab60bd7aa65a42e76dae5edf0289b3405465e987ac8bd8f19,66c397b6f7372784,JPEG,RGB,3468,4624,1277349,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (23).jpeg,EB/early-blight (23).jpeg,95d2259fa4c0c8a898c5cb1c9e53faf004e70037b4972027d76057d8607b9010,600e1d270f377e38,JPEG,RGB,265,405,12056,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (23).JPG,EB/early-blight (23).JPG,869046a29fa3363d61a1f5d3d0e6af2de277de8b99bd30ddec018e8926f345c0,71f0fcecbcb0e3d1,MPO,RGB,4496,3000,7245389,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (230).jpeg,EB/early-blight (230).jpeg,00a66002f0c28c37dff8deafd62b3b2d048c6c150f585e43238ec6cb454b3646,088b9b1327b2b818,JPEG,RGB,1600,719,91075,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (230).jpg,EB/early-blight (230).jpg,44f96a7c280adf12f95782164a3ae13790736cd8b44a5521f1b7a316d34e1137,c78e8b1ffdfd2e07,JPEG,RGB,719,1600,91701,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2300).jpg,EB/early-blight (2300).jpg,e61034ae648de961efbc6ef847ee1c066b01ebd3a1cca0ed41d3259ac145a0e4,86969e86969e9e8e,JPEG,RGB,1600,719,121830,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2301).jpg,EB/early-blight (2301).jpg,9f234fb5ac9b256f78008352d3983cf16275033e37a64c38b542c4580e74f032,8686869696969696,JPEG,RGB,1600,719,48303,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2302).jpg,EB/early-blight (2302).jpg,821834e2cf7a15bfe6c95225377b320526cf73881d96fb255d3bab22bcb3dff4,3931f1616161e2d4,JPEG,RGB,1600,719,65075,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2303).jpg,EB/early-blight (2303).jpg,fd5225afae99f029d151bf91c5280a4b3448007dd6692bb05f8250b3b98e80d9,9696969696969696,JPEG,RGB,8160,3672,1232318,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2304).jpg,EB/early-blight (2304).jpg,7f9794be703c7e20844b00994ab543a67b3336881a180a900d98ae07b2df9465,0000275f03a30040,JPEG,RGB,719,1600,61277,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2305).jpg,EB/early-blight (2305).jpg,1582e00c95d6916e56f2449cfddd4fff807f93d8590072c185ad82b2bf42ec5a,b87c7edcc4dcc9c0,JPEG,RGB,8160,3672,1770079,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2306).jpg,EB/early-blight (2306).jpg,3d7618c9172a67007e955f8f7aa6877172021a2bd04c1a0c1e67aa7ce50c7fd4,dedcbeb7b3dbdb5b,JPEG,RGB,8160,3672,1321891,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2307).jpg,EB/early-blight (2307).jpg,3078a3b3331a7e6e3fa1d43a1eb728bda9e996cc49a000360c0fccc7bac5c21d,8200b6934c040204,JPEG,RGB,719,1600,90514,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2308).jpg,EB/early-blight (2308).jpg,8ef48756ddd093fca159edaa70a9deb2791e96d76774ed0f701304e202a487a4,f773e9c9d1f17337,JPEG,RGB,8160,3672,1575714,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2309).jpg,EB/early-blight (2309).jpg,5ab2cab05cd2ceb8d93e84dd0579f75ac8eb94b85a888c9ef33fd263c1424d11,0b38f3fb73dcd0c6,JPEG,RGB,3468,4624,1766263,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (231).jpeg,EB/early-blight (231).jpeg,bc4c3dcceddef1f1ad2a01c575c311ecfd35e820181b79902f0292e53223184b,f0b383818386a441,JPEG,RGB,1600,719,93070,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (231).jpg,EB/early-blight (231).jpg,19de8a49b356e49230ce6234dacf64830e063088c39e28697d9e986eed77ad57,02180606c2c22086,JPEG,RGB,719,1600,70124,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2310).jpg,EB/early-blight (2310).jpg,141df205cd250718a17063d2813dae711b921aa4c53ef06fdec3d93fe47535ce,9696969696969e86,JPEG,RGB,1600,719,52352,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2311).jpg,EB/early-blight (2311).jpg,430caf6ebdecd8f54b9924dcdc76db0c8bb1194891473c950f237916e96fe90a,e3e873819bbd3d93,JPEG,RGB,3468,4624,1500834,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2312).jpg,EB/early-blight (2312).jpg,63c09994caa9a5e352494ec1e6eaa34be17b74ffeaea0fe18eae225f0243a5f5,3371d0b8f0687130,JPEG,RGB,8160,3672,2157163,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2313).jpg,EB/early-blight (2313).jpg,23ee68e3938522d8e998d91fd288e416d9db1422d8522b765595da5010015982,e0d088c2a2c4c172,JPEG,RGB,8160,3672,1766779,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2314).jpg,EB/early-blight (2314).jpg,468913e2a9c105eec5f571b9886a87e07caf146d4005362e1d3b6c2232b44423,df1c5e6e36361e8e,JPEG,RGB,8160,3672,1649565,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2315).jpg,EB/early-blight (2315).jpg,9a12c57c080b59184499b532458fcdbaf80724de721d68331901bdfa04cbe3f2,b379eccce464b8b8,JPEG,RGB,8160,3672,1272188,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2316).jpg,EB/early-blight (2316).jpg,828191992f8321a93b5d768e0ad91430ba2204046bfc90dcea9e6ccdb5c73abd,04004217119b0020,JPEG,RGB,719,1600,70767,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2317).jpg,EB/early-blight (2317).jpg,704266f6543316cb3a7b7fbb4242106b5d20f75b83a8c9df724a1db3838ab4e7,9696969696969696,JPEG,RGB,8160,3672,882239,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2318).jpg,EB/early-blight (2318).jpg,6a52799f1feb8394fe5dd9e8838de19b296b1226dac6aa054f7ab82939b1c6be,1e38133183fbfd76,JPEG,RGB,719,1600,101908,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2319).jpg,EB/early-blight (2319).jpg,bc3f93beda0685bc2e1cf4c1f02da66d2864b0083c8468da4562d8f897941933,9e96969696969696,JPEG,RGB,8160,3672,823409,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (232).jpeg,EB/early-blight (232).jpeg,c4570a359ea90e0f7965a460012cbb72702c4870f66987c3d38044f82c5e4db5,8c9896960d89999b,JPEG,RGB,1600,719,108667,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (232).jpg,EB/early-blight (232).jpg,8c6e14472e94ed5a8bc99635985c47071ec8c4f1f2f5008e7107c0beed8a3872,9696969696969696,JPEG,RGB,8160,3672,1663798,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2320).jpg,EB/early-blight (2320).jpg,ceb80a16ce8767b1997c6bfd44053b8f88ea579d8658efaafb71cfd4174e7015,f533d993927276a4,JPEG,RGB,4624,3468,1577471,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2321).jpg,EB/early-blight (2321).jpg,a06f4c57a73cae289041ea74c4457fe4ad32defe8dc8625f2c97da9709814a50,1616b6333333333b,JPEG,RGB,1600,719,75919,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2322).jpg,EB/early-blight (2322).jpg,167b03f7e7bf3485b103b7589e83c19013caeca2264c71b728fffff3443201f7,e4f1e07c1f999286,JPEG,RGB,719,1600,124357,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2323).jpg,EB/early-blight (2323).jpg,b854a6fd331779b4c4c7bbe63afec4ac975c418161ea1ef3e0c19f32be81eaa4,e2cb9898c9d87ad9,JPEG,RGB,8160,3672,2148375,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2324).jpg,EB/early-blight (2324).jpg,4b656a089cedbc8d70a6afadf5b688eb6d250526284f77f3a34e94b8b476957f,8802f8ec666f0042,JPEG,RGB,719,1600,69142,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2325).jpg,EB/early-blight (2325).jpg,a4fa160934b8131d2a9ee604fcc84af090d04bd8820325ae64eb8ae76744944e,5000da5c0c840010,JPEG,RGB,719,1600,52169,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2326).jpg,EB/early-blight (2326).jpg,52d914c326add0b688b353178bdbac6fc1cdbeddbe106646f88ee6b2d10abaa2,05002c27c3610005,JPEG,RGB,719,1600,82761,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2327).jpg,EB/early-blight (2327).jpg,13386e6c5cdb9698f0a837e5c0b5f9761a525555e3aa011f7b2a3fa8f198c2fb,1bb1c3c3f31384cc,JPEG,RGB,8160,3672,2128269,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2328).jpg,EB/early-blight (2328).jpg,4ff7924a503fb6ff3dd4a5df4149ae0a8c7e109fa538f5d8df72d88859d7d3c4,9e9e9e9e8e9e8e96,JPEG,RGB,1600,719,99405,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2329).jpg,EB/early-blight (2329).jpg,d5ea1bea188c64c95cdbbda002e485281dfa9e6999c4855d60ba633ac679aac0,6cfcf7e55fef37b6,JPEG,RGB,3468,4624,1163370,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (233).jpeg,EB/early-blight (233).jpeg,958e78b83bc37f7c20aac0eaeb35d855384b204692f2cf0818474e3d2a604664,dbb3266969232123,JPEG,RGB,1600,719,157613,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (233).jpg,EB/early-blight (233).jpg,fd4a610a34be1ce3672205609440a1e694c53277bb27f73e0c7e890672d0758d,9696929696969696,JPEG,RGB,8160,3672,1576397,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2330).jpg,EB/early-blight (2330).jpg,3532a3fdd39a5bfc07f8c5d8eaf1b0cbb20c91b109c17136d7f85c7feedba59f,9696969696969696,JPEG,RGB,8160,3672,1102290,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2331).jpg,EB/early-blight (2331).jpg,45ebdd0c531b3e34c1c38cdfae291d1ff307cbfce2d190f9b885c86ed2e7e7b1,b18f9eb83f9ee6c4,JPEG,RGB,719,1600,121500,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2332).jpg,EB/early-blight (2332).jpg,13ac6e59add76119f2f2eab58b0cc9a89c72ef20b80021fdf6144d4790e05779,8686969696969696,JPEG,RGB,1600,719,67334,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2333).jpg,EB/early-blight (2333).jpg,2723b5b272bfcd1514ee5962df6ff81ba47e53ba5d5f65eb0676b8a58486f8c5,a50d4c0b8e96cdc9,JPEG,RGB,8160,3672,3784895,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2334).jpg,EB/early-blight (2334).jpg,c8f9c15aec8e50bdbcf0d0059c802e6682682d24ec9b11f998e6cafcddf43fb0,232b3b3327173b33,JPEG,RGB,4624,3468,1261114,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2335).jpg,EB/early-blight (2335).jpg,b094253d68e469488a5bd6024e404bb04577389f3783ee427d428326051c8118,0000c0c000c00000,JPEG,RGB,719,1600,50080,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2336).jpg,EB/early-blight (2336).jpg,682d3b08d37747b98fa58d581696c2be002645f34035945dc590a4c1efd8a50f,0460a9353f9c0001,JPEG,RGB,719,1600,81740,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2337).jpg,EB/early-blight (2337).jpg,798e2d7bbb84b1221733e7fea52879cae77342831963b0362e355fec461e42f5,9696969696969696,JPEG,RGB,8160,3672,1961925,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2338).jpg,EB/early-blight (2338).jpg,43dd4b2ae688704e8be226781d49e558cabba25080221f64847114256cd72591,9696969696969696,JPEG,RGB,8160,3672,1590190,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2339).jpg,EB/early-blight (2339).jpg,49fab8cbc51a887223cafcdca391d987bf46b4e74ee4aeaa2c103c603de4d8eb,9cfeec343227c73a,JPEG,RGB,719,1600,139478,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (234).jpeg,EB/early-blight (234).jpeg,e2b4c1161bd9a543d76210fb97ee6c1c2e2941ab00857d045ee01346c98df591,daa7a64949232326,JPEG,RGB,1600,719,158125,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (234).jpg,EB/early-blight (234).jpg,4437d7e2cd29f0dac4d4539d3f606c725ed3a673166706f22627ad9a6d6852b4,93870e32b3939b5c,JPEG,RGB,719,1600,146765,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2340).jpg,EB/early-blight (2340).jpg,9d5ccfdb0891f8aa644c71a21374170e976f6b124a3f2c5127b69a856f543774,9696969696969696,JPEG,RGB,8160,3672,1477141,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2341).jpg,EB/early-blight (2341).jpg,e925ec6a86aba89d399ff020d44001ddb3d8a0434ae5983f744864600ece40cd,8686969696969696,JPEG,RGB,8160,3672,1272236,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2342).jpg,EB/early-blight (2342).jpg,9ffd32d71bd66584e5260a9f9d31340e2a1bcec23ec7967851cddf58a27fc018,9686868696969696,JPEG,RGB,8160,3672,1536207,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2343).jpg,EB/early-blight (2343).jpg,7a1c9fdd730305470906d18fcd9201c79c34062120d9bc3048800bbcf7564f39,9696969696969696,JPEG,RGB,8160,3672,1136560,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2344).jpg,EB/early-blight (2344).jpg,ee16a5abeb7deaaa2a73e62316f17caf6f4ccb20a6920fa1bc74303dca2c2e09,8e9e9e969696969e,JPEG,RGB,8160,3672,1952225,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2345).jpg,EB/early-blight (2345).jpg,8ef5beae5e49be53de93dfe629462854f57eacaea7d4c6ef1f39615cd2ec025b,9696969e96969696,JPEG,RGB,8160,3672,1684064,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2346).jpg,EB/early-blight (2346).jpg,403952f9fb97484aca247209536548ea84ca0b5e670dc07a23c653199e49adec,9696969696969696,JPEG,RGB,8160,3672,1137572,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2347).jpg,EB/early-blight (2347).jpg,e7e790f057a25e6cd9b890ae0cf2dd454979ad21bf9e8ab43c6bfaee396e23f7,8000a43b5dd30044,JPEG,RGB,719,1600,67816,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2348).jpg,EB/early-blight (2348).jpg,7767ec37e3b6965e44b481e21b8c9c81142cab997713b8ebd7b5e136a08ccf14,969696969696869e,JPEG,RGB,1600,719,52307,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2349).jpg,EB/early-blight (2349).jpg,88682ef39d715f6db26a00de0e41c6207ee2a09da72be794afd7f0327157782b,8e8e8e8e8e8e8e8e,JPEG,RGB,1600,719,75265,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (235).jpeg,EB/early-blight (235).jpeg,33ce8590739aac73f782c8c4b47d889c68a7174d88a48ebfba8254c4398ef174,e4c6cbc9e3a6c666,JPEG,RGB,1600,719,93643,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (235).jpg,EB/early-blight (235).jpg,2d58893e3af5f6e1629f44a481bf7745e1c08a5c9b3ccff9910d3d807c03a80b,8000ccdcc4cc0090,JPEG,RGB,719,1600,60675,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2350).jpg,EB/early-blight (2350).jpg,931ab30715d5e899d71a8e322b066e43ecac2b26b28227b1e40370f0c3fc649d,9e96969e9e9e9e9e,JPEG,RGB,8160,3672,1963940,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2351).jpg,EB/early-blight (2351).jpg,4057b90d8bb4d5bedb8fec478d1d6c85a0f64e4ad5bdac0ed081b282703690cf,981a9f80c94a4e08,JPEG,RGB,719,1600,132510,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2352).jpg,EB/early-blight (2352).jpg,e43fc57247abc44455f7e721976ddcc09cd021ac4acd23310da1109094ae526b,14016a3ec3b60042,JPEG,RGB,719,1600,93032,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2353).jpg,EB/early-blight (2353).jpg,8ef66bf39bf8846a28a24d3cb60ee6129ee3a20d131cd9a3ed86ba94ef7495fc,020067635d188022,JPEG,RGB,719,1600,61497,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2354).jpg,EB/early-blight (2354).jpg,a6ac487f889ab49b033ec01cbb6437d33b67e416a9330ed4bdaaa0810eda5f28,8696969e9e9e8e8e,JPEG,RGB,8160,3672,1214526,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2355).jpg,EB/early-blight (2355).jpg,f4808a193de7ecaf35252f1386f552c4511fd03bb6457e685757ba2f6593f4b5,18037a8f138f001a,JPEG,RGB,719,1600,99870,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2356).jpg,EB/early-blight (2356).jpg,c3e72f57ba68b433e033cfef4b76be59e6db4c06fed76d3a097f89151d0d0dcc,880020f07e5c0184,JPEG,RGB,719,1600,71966,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2357).jpg,EB/early-blight (2357).jpg,9829e681ba34c5d5e4017fa9b25ce1c60b573a7bc9e24ecd10969c8f8d2cb832,4010f3590eca014a,JPEG,RGB,719,1600,66908,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2358).jpg,EB/early-blight (2358).jpg,548290af9e3f68e28c584ac33fb4b1e0c26f6f7777de161099eb844d580bf723,900089d18ba10002,JPEG,RGB,719,1600,58539,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2359).jpg,EB/early-blight (2359).jpg,8b03e9b71fb5d27850b358646de1e3da9a85085a86f3b87b3570272c8007d2fa,9686969692828686,JPEG,RGB,8160,3672,1182903,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (236).jpeg,EB/early-blight (236).jpeg,45847731e78600ca4c8b8a765ecc5970feac1aab117f455301de120a3c8b4f58,ced933664969292b,JPEG,RGB,1600,719,148176,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (236).jpg,EB/early-blight (236).jpg,e028902b0b8e34f2313f6a756b7b720f9da1c9a0d80878b67dc69f4cfb304a52,38a38337071787c0,JPEG,RGB,3468,4624,1222619,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2360).jpg,EB/early-blight (2360).jpg,bf539a5bc7d4903870112d85b351239c8b58605c3ebe1fefa8bfc5b50e4ee219,8430f4f20f8f0005,JPEG,RGB,719,1600,59504,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2361).jpg,EB/early-blight (2361).jpg,07981ed1d9aca12d9f30aa72813c721c390385f5fd2c7d0ac71667b3b5e165ef,0010e1e0fcf80080,JPEG,RGB,719,1600,46891,original,APPROVED_CANDIDATE
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2362).jpg,EB/early-blight (2362).jpg,be19dfe1c2f8773bf9000cf211731e43584fcbbbc81a115bdf394d15b5b86f43,969696969e969696,JPEG,RGB,8160,3672,1682452,original,NEEDS_MANUAL_REVIEW
PLDD-UP,1,training_candidate,EB,MATCHED,Potato Early blight,EB/early-blight (2363).jpg,EB/early-blight (2363).jpg,f44a846eaa75da7b5c6775279e1c2319089b1d2cc311bc63f60958649451e62d,0400300420100040,JPEG,RGB,719,1600,71707,original,NEEDS_MANUAL_REVIEW
